id|acronym|title|startDate|endDate|totalCost|legalBasis|topics|masterCall|subCall|fundingScheme|objective|grantDoi|cluster
101136991|EBV-MS|Targeting Epstein-Barr Virus Infection for Treatment and Prevention of Multiple Sclerosis|2023-12-01|2028-11-30|7619244,25|HORIZON.2.1|HORIZON-HLTH-2023-DISEASE-03-07|HORIZON-HLTH-2023-DISEASE-03|HORIZON-HLTH-2023-DISEASE-03|HORIZON-RIA|Multiple sclerosis (MS) is a chronic inflammatory and degenerative disease of the central nervous system (CNS). It constitutes the most common non-traumatic cause of neurological impairment among young and middle-aged people and represents a major healthcare burden. Our recent research strongly implicates infection by the Epstein-Barr virus (EBV) as the leading cause of MS, but detailed understanding of the mechanisms how EBV contributes to the disease, and whether targeting EBV could prevent or improve the course remain unresolved.To meet these challenges, we have established a consortium with extensive experience in neurology and MS, genetics, virology and EBV, epidemiology, immunology, clinical trials, artificial intelligence, as well as stakeholder involvement and responsible research and innovation (RRI).By combining this expertise, the consortium takes advantage of high-quality health registries, existing research cohorts of persons with MS, and prospective randomized clinical trials of antiviral therapies targeting the EBV infection in MS. The ambitious goals are to answer the questions why only a few EBV infected persons develop MS, and define the underlying mechanism of this process, as well as clarify if targeting the EBV infection can prevent MS or improve the disease course. By answering these questions, we would meet the challenges defined in the current call: Relationship between infections and non-communicable diseases. We would contribute with knowledge to reduce disease burden by providing the health care system with new knowledge to better understand the cause of MS, including host risk factors that influence the development of the disease. We would also provide a basis for new or improved tools to prevent MS or disease progression. Healthcare practitioners will gain access to knowledge to guide them on preventive measures and of those persons at risk of developing MS, with the ultimate goal of eradicating the disease.|10.3030/101136991|Cluster Health
101137359|Changemaker|Promoting co-designed sustainable health interventions with young changemakers for reduced risk of non-communicable diseases (NCDs) in urban Burkina Faso, Kenya and Tanzania |2024-01-01|2027-12-31|3998161,25|HORIZON.2.1|HORIZON-HLTH-2023-DISEASE-03-03|HORIZON-HLTH-2023-DISEASE-03|HORIZON-HLTH-2023-DISEASE-03|HORIZON-RIA|Changemaker objective: To implement & evaluate a sustainable health intervention program on health, nutrition, & environmental outcomes for the primary prevention of adolescent obesity & related non-communicable diseases (NCDs) together with adolescents in three rapidly urbanizing cities in Burkina Faso, Kenya, Tanzania. Background: There is an increasing epidemic of adolescent obesity that can contribute to adult obesity, morbidity & NCDs in a broader sense. Sustainable health interventions in urban low- and middle-income countries are critical in addressing lifestyle factors that contribute to obesity, diabetes & hypertension in later life, such as unhealthy dietary habits, inactivity & sedentary behaviors while shaping urban environments. Considering obesity is a complex issue that is influenced by wide range of interconnected factors, such as policy, environment, social, economic, cultural, behavioral, commercial, & biological determinants, a whole-systems approach that converges multiple sectors (i.e., health, education, environment, and agriculture) and stakeholders (i.e., adolescents, caregivers, staff, local government, communities, policymakers & implementers) are needed for obesity prevention in LMICs. Our strategy: Four evidence-based strategies, which will be adapted to context through a co-design process: 1) urban farming in schools with satellite farms and organic waste composting, 2) sustainable health modules for classrooms, 3) linking to healthcare workers through health talks using motivational interviewing techniques and 4) WHO Best Buys: Mass media campaign. Our evaluation: 3 cluster-RCTs in secondary schools, within the framework of urban Health & Demographic Surveillance Systems, implementation, process evaluation & cost-effective evaluation. Our expected results: Evidence of how to implement and scale a sustainable health intervention. Estimate a mean difference in BMI of 0.175 which could lead to reduction of 5% in the prevalence of obesity.|10.3030/101137359|Cluster Health
101135051|ArcSolution|Arctic Pollution in a One Health perspective - from complex challenges to sustainable solutions|2024-08-01|2028-07-31|5998880|HORIZON.2.6|HORIZON-CL6-2023-ZEROPOLLUTION-01-3|HORIZON-CL6-2023-ZEROPOLLUTION-01|HORIZON-CL6-2023-ZEROPOLLUTION-01|HORIZON-RIA|The Arctic is undergoing rapid changes. Multiple stressors such as climate change and pollution from local and remote sources affect human life, wildlife and the ecosystems of the Arctic. These are inseparably connected and require a holistic approach to analyses and assessments of pollution issues, and to their solutions. Using this One Health approach, ArcSolution will provide knowledge and mitigating solutions, co-created with the people of the Arctic. The Arctic is home to a variety of Arctic communities. To capture this diversity, ArcSolution will work in four Arctic locations, i.e. Northern Finland, Svalbard, Northern Norway (Tromsø) and Greenland, integrating local and Indigenous knowledge with environmental, health, technical and social science research in a One Health approach. The One Health framework will be instrumental in identifying knowledge and data gaps, and in synthesizing the information generated and collected in ArcSolution. In addition to scientifically relevant priority pollutants (e.g. per-/polyfluorinated alkylated substances, mercury, (micro)plastics and their additives, and key pathogens), ArcSolution will provide room for research and citizen science projects on locally prioritized issues. We will study pollution from local and remote sources in a climate change context, pollutant accumulation in food webs and human exposure. We will also evaluate current and predict future impacts of these pollutants on Arctic ecosystems and human health. Together with the local communities, we will develop solutions in the fields of circular economy, technology and chemicals management. Our results will be used in education programmes at Arctic schools already connected to ArcSolution. They will be communicated to policy-makers, industry and the scientific community. The One Health-based knowledge will strengthen the knowledge base and contribute to sustainable preventive actions for human life, wildlife and the ecosystems in the Arctic.|10.3030/101135051|Cluster 6
101172766|EffiTorch|Efficient valorisation of  CO2 and bio-waste for long-term energy storage using a microwave plasma torch and quenching using the reverse Boudouard reaction|2024-10-01|2028-09-30|2980222,5|HORIZON.2.5|HORIZON-CL5-2024-D3-01-10|HORIZON-CL5-2024-D3-01|HORIZON-CL5-2024-D3-01|HORIZON-RIA|Now that renewable energy generation is already competitive in cost with electricity obtained from fossil fuels, the development of efficient long term energy storage methods seems crucial for  a faster transition to a net-zero greenhouse gas emissions EU economy. Power-to-X methods are promising due to their negligible discharge rate but up to now all the efforts have been based on the use of H2 obtained by electrolysis, and the TEAs have shown that the high cost of the electrolysers hinders greatly its possibilities of industrial use.EffiTorch aims at developing an alternative breakthrough technology for Power-to-X based on the direct splitting of CO2, using an ultra-high temperature thermal plasma, with the simultaneous valorisation of low value bio-waste, leading to the efficient  production of syngas. EffiTorch aims to reach carbon efficiencies higher than 90% and energy efficiencies higher than 60%, outperforming the best solutions available presently.Some of the research groups in Effitorch have a vast experience in CO2 splitting using Microwave (MW) plasma torches. Nevertheless, recently  a compound approach that combines CO2 splitting by thermal plasmas with a quenching using the very endothermic reverse Bouduard reaction (RBR) has been developed in China that  vastly improves the promising results obtained  in the splitting of CO2 , while solving one of the yet unresolved issues, that of the efficient separation of the gases obtained. EffiTorch aims to explore the possibilities offered by a much improved version of the experimental set-ups used by the Chinese groups, including additional sophistications like the ultrasonic atomization of a bio-oil obtained by Hydrothermal Liquefaction (HTL) from sewage sludge, the use of high temperature reactors with plasma confinement and the implementation of a secondary heating of the plasma by induction with HF frequency (100-400 KHz), that could improve the energy efficiency and reduce costs.|10.3030/101172766|Cluster 5
101081028|CAPTIVATE|CorrelAtes of Protective immuniTy-driven Investigation of malaria VAccine combinaTion stratEgies|2023-11-01|2028-04-30|8185948|HORIZON.2.1|HORIZON-HLTH-2022-DISEASE-06-03-two-stage|HORIZON-HLTH-2022-DISEASE-06-two-stage|HORIZON-HLTH-2022-DISEASE-06-two-stage|HORIZON-RIA|Malaria remains a serious health concern worldwide, with P. falciparum considered one of the deadliest human parasites. Yet, the currently approved vaccine against malaria (RTS,S/AS01) offers limited protection due to challenges in vaccine development. Using current advances made in understanding immunity to address some of the existing challenges, this proposal aims to develop a more efficacious vaccine against P. falciparum by targeting multiple developmental stages (sporozoite, liver and blood-stage). In this project, combinations of 1) highly promising whole parasite vaccination approach targeting the liver (late-arresting GAP), 2) RTS,S (provided by GSK) and 3) mRNA versions of clinically evaluated and partially protective blood stage vaccine candidates (Rh5, AMA1-DiCo [sporozoite and blood stage]) will be evaluated in preclinical and small-scale human trials to discern the optimal combination for further clinical investigations. To inform a rational design of future vaccine candidates, CAPTIVATE will analyse the vaccine-induced immune response to acquire a full understanding of malaria protective immunity and develop an advanced immunology in-silico platform. While immunity to blood stage malaria is relatively well understood, the mechanisms of adaptive protective immunity for pre-erythrocytic malaria vaccine candidates are less well-established. CAPTIVATE addresses this critical knowledge gap by combining state-of-the-art preclinical and clinical (CHMI) in vivo malaria vaccine efficacy models with an innovative in-silico platform comprising TCR/VDJ sequencing and artificial intelligence predictions, to identify such mechanisms. CAPTIVATE assembles a unique combination of European experts in their respective fields (malaria modelling in primates, clinical vaccine testing, in-silico modelling of immune responses, innovative omics approaches) in an integrated interdisciplinary approach aimed at bringing the next generation malaria vaccines to the clinic.|10.3030/101081028|Cluster Health
101080784|WORMVACS2.0|Innovations for vaccines against helminth infections|2023-09-01|2028-08-31|6881714,99|HORIZON.2.1|HORIZON-HLTH-2022-DISEASE-06-03-two-stage|HORIZON-HLTH-2022-DISEASE-06-two-stage|HORIZON-HLTH-2022-DISEASE-06-two-stage|HORIZON-RIA|Infections with parasitic worms (helminths) continue to cause a massive global health burden. Yet, effective vaccines to enable control and elimination of helminth infections do not exist. Primary reasons for this are that target discovery approaches are not well-developed, protective immune mechanisms are only partially clarified at best, production platforms tailored to specific helminth vaccine requirements are not available, and a pipeline for selecting and rapidly progressing pre-clinical and clinical vaccine candidates is generally lacking. Moreover, controlled human infection models are only now being developed and optimized for some of the most important human helminths. These models have not yet been widely implemented in vaccine development programs to date.The objective of WORMVACS2.0 is to establish an effective pipeline to support helminth vaccine development focusing on schistosomes and hookworms, and ultimately the control and elimination of some of the world’s most devastating and persistent Neglected Tropical Diseases (NTDs). We aim to achieve this through the development and application of an innovative approach leveraging controlled human infection models, novel platforms for helminth vaccine/vaccine antigen production, experimental animal models, and improved target discovery methodology applying state-of-the-art immunological profiling to identify correlates and signatures of protection. WORMVACS2.0 will advance scientific and clinical knowledge of host immunity in response to helminth infection, apply innovative and sustainable platform technologies tailored to the next generation of effective vaccines against helminth infections of global importance. The project will produce a diversified portfolio of hookworm and schistosome vaccine candidates ready for progressing to clinical testing and conduct a phase 1 clinical trial to advance an mRNA platform based schistosomiasis vaccine.|10.3030/101080784|Cluster Health
101136962|NextGen|NEXT GENERATION TOOLS FOR GENOME-CENTRIC MULTIMODAL DATA INTEGRATION IN PERSONALISED CARDIOVASCULAR MEDICINE|2024-01-01|2027-12-31|7601771,25|HORIZON.2.1|HORIZON-HLTH-2023-TOOL-05-04|HORIZON-HLTH-2023-TOOL-05|HORIZON-HLTH-2023-TOOL-05|HORIZON-RIA|Healthcare is the fasted growing EU27 expenditure. Personalised medicine, comprising tailored approaches for prevention, diagnosis, monitoring and treatment is essential to reduce the burden of disease and improve the quality of life. Integration of multiple data types (multimodal data) into artificial intelligence models is required for the development of accurate and personalised interventions. This is particularly true for the inclusion of genomic data, which is information-rich and individual-specific, and more routinely available as the cost of sequencing continues to fall. Multimodal data integration is complex due to privacy & governance requirements, the presence of multiple standards, distinct data formats, and underlying data complexity and volume. NextGen tools will remove barriers in data integration several cardiovascular use cases. NextGen deliverables will include tooling for multimodal data integration and research portability, extension of secure federated analytics to genomic computation, more effective federated learning over distributed infrastructures, more effective and accessible tools for genomic data analysis; improved clinical efficiency of variant prioritisation; scalable genomic data curation; and improved data discoverability and data management. A comprehensive gap analysis of the existing landscape, factoring ongoing initiatives will ensure NextGen deliverables are forward-looking and complementary. NextGen embedded governance framework and robust regulatory processes will ensure secure multi-jurisdictional multiomic multimodal data access aligned with initiatives including “1+ Million Genomes” and the European Health Data Space. Several real-world pilots will demonstrate the effectiveness of NextGen tools and will be integrated in the NextGen Pathfinder network of five collaborating clinical sites as a self-contained data ecosystem and comprehensive proof of concept.|10.3030/101136962|Cluster Health
101156541|EAST-STROKE|Early treatment of Atrial fibrillation for Stroke prevention Trial in acute STROKE|2024-12-01|2030-11-30|0|HORIZON.2.1|HORIZON-HLTH-2024-DISEASE-03-08-two-stage|HORIZON-HLTH-2024-DISEASE-03-two-stage|HORIZON-HLTH-2024-DISEASE-03-two-stage|HORIZON-RIA|Patients with acute ischemic stroke and atrial fibrillation are at high risk for recurrent stroke and other adverse cardiovascular complications. Usual care comprises oral anticoagulation and rate control. However, it is unclear, whether existing interventions for early rhythm control reduce the risk of adverse cardiovascular outcomes in these vulnerable patients. EAST-STROKE (Early treatment of Atrial fibrillation for Stroke prevention Trial in acute STROKE) is set out to tackle and reduce the individual and societal burden of death and disability by providing evidence for effective secondary prevention using readily available interventions in these patients. To this end, EAST-STROKE is an investigator-initiated, prospective, randomized, open, blinded endpoint assessment (PROBE) multi- trial to test whether early rhythm control therapy prevents adverse cardiovascular outcome in patients with acute ischemic stroke and atrial fibrillation compared to usual care. Up to 1,746 patients will be enrolled. Trial organisation relies on a network of experienced clinical researchers, patient representatives and Health Economics experts. Outcome evaluation will involve a comprehensive array of clinical and safety parameters, health and socio-economic outcomes including patient reported outcome measures. We will also perform cost-effectiveness analyses to address the needs of payers and ease implementation into reimbursement schemes. The project addresses a major health burden and will provide evidence for more effective prevention of adverse outcomes in an area of high public health need. We expect that the results of EAST-STROKE will be implemented rapidly throughout Europe, will support health equity, and will prevent more than 150 thousand recurrent strokes or adverse cardiovascular outcomes over a period of five years. By this, EAST-STROKE will lead to significant cost-savings to European health systems and societies.|10.3030/101156541|Cluster Health
101136812|PREMIO COLLAB|Personalised response monitoring in oncology: co-creating clinical trials in advanced breast cancer|2024-01-01|2029-12-31|7543676,25|HORIZON.2.1|HORIZON-MISS-2023-CANCER-01-03|HORIZON-MISS-2023-CANCER-01|HORIZON-MISS-2023-CANCER-01|HORIZON-RIA|PREMIO COLLAB’s vision is to prolong overall survival and improve the quality of life for patients with metastatic breast cancer (MBC) by providing refined guidance for managing response monitoring. PREMIO COLLAB strives to facilitate improved patient care and streamlined clinical workflows addressing the needs of patients, healthcare professionals, and society.Response evaluation methods for patients with MBC have not been modernised for decades, although molecular imaging with FDG-PET/CT has emerged as a highly accurate method for staging MBC, and staging and monitoring MBC has a profound influence on treatment options and the chances of survival. Furthermore, the patient perspective has rarely been considered, although continuous response evaluation in a monitoring setting has interacted with the life of MBC patients for years. Still, no specific recommendations are provided internationally for response evaluation in MBC or in the overall management of monitoring. PREMIO COLLAB offers complementary competencies in an interdisciplinary collaborative effort to lift this complex task. In a pragmatic multicenter randomised clinical trial (RCT), we will apply the intervention of FDG-PET/CT-based monitoring and compare it with conventional CT as state-of-the-art. The objectives are to analyse the impact of the intervention on overall survival and quality of life in patients with MBC and include cost-effectiveness analyses directly informing HTA agencies and health policymakers. Building on knowledge from the RCT, we will use participatory research designs to develop improved and modernised patient pathways and digital workflows. AI-based solutions in imaging and liquid biopsies constitute perspectives with a broader horizon.The work will be done in multiple European centres and living labs with patient representatives, clinicians, and relevant stakeholders aiming to provide knowledge for updated recommendations with a view to subsequent clinical implementation.This action is part of the Cancer Mission cluster of projects on ‘‘Diagnostics and Treatment (diagnostics).”|10.3030/101136812|Cluster MISS
101136953|DEFINITIVE|Diagnostic HER2DX-guided treatment for patients with early-stage HER2-positive breast cancer|2023-12-01|2028-11-30|7999930|HORIZON.2.1|HORIZON-MISS-2023-CANCER-01-03|HORIZON-MISS-2023-CANCER-01|HORIZON-MISS-2023-CANCER-01|HORIZON-RIA|HER2+ breast cancer affects around 390.000 women annually worldwide (i.e. 3 patients every 4 minutes). Over the last decade, polychemotherapy and HER2-targeted therapies have improved patient´s survival; however, the reality is that most patients are cured with less intense, toxic, and costly drugs. Up to now, no diagnostic test existed to guide the optimal therapy for each patient. The 27-gene HER2DX test (TRL8) is a novel minimally invasive diagnostic tool which provides unprecedented predictive information for therapy optimization in early-stage HER2+ disease. The DEFINITIVE project will prospectively validate HER2DX`s clinical effectiveness, proving its ability to significantly i) reduce toxicities, ii) improve quality of life and ii) reduce direct and indirect costs, while maintaining efficacy endpoints and survival outcomes in patients with early HER2+ breast cancer.DEFINITIVE will combine international experts in breast cancer from international reference hospitals, comprehensive cancer networks, regulatory, HTA and medical statistics experts, SMEs, policy makers, patient associations, living labs and medical society networks. DEFINITIVE consortium will conduct a pragmatic clinical trial across 44 centres in 7 European and associated countries to randomize 304 patients with stage II to IIIA HER2+ breast cancer, in a 1:1 manner, and to be treated with the result of the HER2DX test to guide treatment vs without the result of the test (treatment by physician´s choice according to local guidelines). The inclusion and exclusion criteria will be very broad to make sure that most patients can participate in the trial and the results could be generalized to the overall population treated in real-world settings. Beyond seeking the endorsement and implementation of HER2DX diagnostic test by clinical guidelines and healthcare systems, DEFINITIVE will boost the incorporation of affordable non-invasive diagnostic tools in the field of genomics and precision oncology.This action is part of the Cancer Mission cluster of projects on ‘‘Diagnostics and Treatment (diagnostics)”.|10.3030/101136953|Cluster MISS
101095375|Generation-H|Multi-component interventions to reducing unhealthy diets and physical inactivity among adolescents in sub-Saharan Africa|2024-01-01|2028-12-31|2685625|HORIZON.2.1|HORIZON-HLTH-2022-DISEASE-07-03|HORIZON-HLTH-2022-DISEASE-07|HORIZON-HLTH-2022-DISEASE-07|HORIZON-RIA|The fragile health systems in urban sub-Saharan Africa (SSA) are already overwhelmed with NCDs. Despite this, the implementation of the evidence-based WHO Best Buys policies for NCDs prevention in the African region has been found to be off-track. Additionally, less attention has been given to adolescents and yet this is a period in life where behavioural patterns of NCDs risk factors are established and track into adulthood. There is also a gap in our understanding on how to implement and scale up effective diet and physical activity interventions in real world settings in SSA.Our project therefore aims to reduce two important modifiable risk factors for NCDs: unhealthy diets and physical inactivity and their underlying social determinants among adolescents (aged 10-19 years) living in  mixed socio-economic urban communities in two SSA countries (Ghana & Kenya) by designing, deploying, and evaluating strategies for implementation of evidenced and theory based interventions mapped on to the WHO Best Buys. We selected the two countries because they represent different cultural contexts of nutrition transition (East and West Africa), and both countries are undergoing rapid economic development, urbanisation and increases in NCD prevalence. The intervention delivery will take a multi-sectoral approach to increasing the capability, opportunity and motivation of adolescents to eat healthier and be more physically active. We will focus on three settings to enhance the reach: secondary schools and, family/community/faith-based settings and the digital environment using social media. Together, this project will increase opportunities, awareness, knowledge and health literacy, motivate adolescents to increase self-efficacy, guide self-regulatory actions and adopt positive health behaviour (such as dissuasion from physical inactivity and sedentary behaviours, or unhealthy food choices) to prevent NCDs.|10.3030/101095375|Cluster Health
101172911|S2B|Solar to Butanol – Solar Butanol Production by Solid-state Photosynthetic Cell Factories|2024-10-01|2028-09-30|4015911,5|HORIZON.2.5|HORIZON-CL5-2024-D3-01-04|HORIZON-CL5-2024-D3-01|HORIZON-CL5-2024-D3-01|HORIZON-RIA|Biomass, a byproduct of natural photosynthesis, has been explored for its potential conversion into energy carriers, particularly biofuels. However, acknowledging the long-term limitations in biomass supply, as highlighted by the European Commission in the EU Bioeconomy Strategy Progress Report (2022), there is an urgent need for the development of advanced bioinspired technologies that mimic nature but exhibit higher efficiency.The S2B project aims to unlock the potential of photosynthetic microbes for the direct conversion of solar energy and CO2 into butanol by employing innovative concepts and approaches. Specifically, S2B will transfer the microbial production of butanol from conventional suspension cultivation to a tailored solid-state biocatalytic platform. In this platform, engineered thin-layer assemblies of cyanobacteria and bio-based matrix materials will synergistically enable the redistribution of cell resources, such as energy and carbon flows, towards butanol formation. Simultaneously, S2B will improve light management, enhance CO2 capture efficiency, and facilitate downstream processes by separating butanol from the production medium. Consequently, the primary technological innovation of S2B will be the continuous, long-term direct solar butanol production by photosynthetic cell factories acting as biocatalysts.The process will be integrated with waste effluent and direct air capture, covering the entire value chain from light harvesting and CO2 capture to product separation through the circular economy concept. Acting as a multidisciplinary consortium, S2B will construct a TRL4-level prototype, paving the way for a smooth upscaling process.|10.3030/101172911|Cluster 5
101137183|MARVAX|Development of novel viral vectored vaccines against Marburgviruses inducing robust and cross-reactive protection|2023-12-01|2027-11-30|7439560|HORIZON.2.1|HORIZON-HLTH-2023-DISEASE-03-18|HORIZON-HLTH-2023-DISEASE-03|HORIZON-HLTH-2023-DISEASE-03|HORIZON-RIA|The frequency, magnitude, and geographical range of Marburg virus disease outbreaks are expanding, with recent cases emerging in Equatorial Guinea and Tanzania. Marburgviruses, listed among the WHO priority pathogens, have demonstrated their epidemic potential. However, no licensed vaccines are available, and outbreaks continue to impose high morbidity and mortality burdens. Vaccine candidates in the pipeline are based on the Marburg virus (MARV) glycoprotein (GP) as a single immunogen. MARVAX ambition is to improve the strength and breadth of MARV vaccines by deploying the measles virus (MV) and modified vaccinia virus Ankara (MVA) viral vector vaccine platforms for expression of several MARV antigens: GP, viral protein 40 (VP40), which together with GP allows the formation of virus-like particles, and the nucleoprotein (NP), which contains conserved epitopes that are the main drivers of T cell responses. We will evaluate in depth the innate, adaptive and memory antigen-specific humoral and cellular cross-protective immune responses induced by MV-MARV and MVA-MARV vaccine candidates against MARV, Ravn virus and ebolaviruses, in single dose and in homologous and heterologous prime/boost immunization regimens, through an innovative preclinical testing pipeline. We will use cutting-edge and novel in vitro primary human cell co-cultures and immunocompetent mouse models to evaluate immunogenicity, chimeric and avatar mouse models to evaluate immunogenicity and efficacy and identify correlates of protection, and the highly relevant cynomolgus macaque model to evaluate safety, immunogenicity and efficacy. Furthermore, GMP batches of the best vaccine candidates will be produced by the end of the project, towards their future evaluation in a phase I clinical trial, in collaboration with the WHO-led initiative for prioritization and acceleration of clinical trials of Marburgvirus vaccines in at-risk and healthcare communities and upon outbreaks.|10.3030/101137183|Cluster Health
101147737|Bio-MeGaFuel|Bio Methanol Production via Chemical Looping Gasification Coupled with Membrane Reactors|2024-09-01|2028-08-31|3797326,25|HORIZON.2.5|HORIZON-CL5-2023-D3-02-07|HORIZON-CL5-2023-D3-02|HORIZON-CL5-2023-D3-02|HORIZON-RIA|Besides being an important chemical commodity, methanol is a multipurpose fuel that can be used directly in internal combustion engines, blended with other fuels or for producing fuel additives, which improve engine performance. Methanol has great potential to be one of the selected low-carbon fuels for heavy road and transportation and marine freight. Technologies that are using methanol as fuel are gaining more momentum and attention globally. However, two key issues may challenge the further uptake of methanol in energy systems: i) methanol is today produced from fossil resources, and ii) methanol is used mainly by chemical industries, leaving small room for the energy sector to count on it. Bio-MeGaFuel is proposing a novel route that converts low value biomass to methanol via an intensified process with a minimum carbon footprint comparable to conventional methods. Bio-MeGaFuel uses chemical looping gasification to produce clean syngas from biomass, and membrane reactor technology to directly produce methanol from syngas. A key feature of Bio-MeGaFuel is the possibility to maximize the conversion of hydrogen and carbon (via CO2 recirculation) from biomass waste to methanol with the minimum number of process steps. The process is based on the conversion of biomass waste aimed at increasing the capacity of biomethanol production in a sustainable way and addressing the increasing demand for biomethanol as a fuel. Bio-MeGaFuel is underpinned by technologies that are being developed to TRL 5 by an expert consortium. Besides, it is backed by a strong reference group including the business leaders and market players in biomass supply, whole methanol production value chain, potential end users, and potential future players in the production, management, and distribution of biomethanol. This greatly ensures the quality of the research and appropriate exploitation of the results predicted in Bio-MeGaFuel.|10.3030/101147737|Cluster 5
101147451|BLADE2CIRC|Forging the blades of the future with composite materials with circular, safe and sustainable design|2024-04-01|2027-09-30|3969228,75|HORIZON.2.5|HORIZON-CL5-2023-D3-02-15|HORIZON-CL5-2023-D3-02|HORIZON-CL5-2023-D3-02|HORIZON-RIA|BLADESCIRC will be one of the pioneering projects of exploring bio-based approaches to improve the sustainability of the wind energy sector.  To this end, the project will research on biobased materials to develop new composite. These new composites will combine high strength biobased carbon fibres and biobased structural resins with a dynamic performance. The dynamic performance provided to the structural resins at molecular and supramolecular level will be the bases to design and develop a set of technologies for improving the lifetime, efficient decommissioning and increase the circularity of the offshore and onshore wind energy systems: i) Coatings with self-healing and ompniphobic properties for lifetime spanning, ii) Debondable adhesives formulation for enhanced recycling and maintenance, and iii) Green solvents and evolved enzymes for chemical and enzymatic degradation processes to recover high-quality fibres. The proposed innovations are grounded on the results of previous or on-going projects (ECOXY, BIZENTE, VIBES, LIBRE or BIO-UPTAKE) that have shown the high potential of the biobased solutions, which, in addition to the modelling, testing, validation and multi-criteria assessment stages, will ensure that the new composite will have a competitive performance compared to the existing and commercial solutions.BLADESCIRC will collaborate with the ETIP Wind to engage stakeholders and promote collaborations and disseminate the results in the most relevant scientific forums.|10.3030/101147451|Cluster 5
101135471|AquaPLAN|Aquatic Pollution from Light and Anthropogenic Noise: management of impacts on biodiversity|2024-01-01|2027-12-31|2616327,5|HORIZON.2.6|HORIZON-CL6-2023-BIODIV-01-2|HORIZON-CL6-2023-BIODIV-01|HORIZON-CL6-2023-BIODIV-01|HORIZON-RIA|Recent decades have seen dramatic increases in our understanding of Light and Noise Pollution (LNP) impacts on aquatic biodiversity. These impacts are globally widespread and occurring in all aquatic ecosystems from lakes and rivers to the seafloor. A variety of technologies and policy interventions are also now available to mitigate LNP impacts in aquatic ecosystems. Yet, numerous knowledge gaps exist that if addressed would substantially improve our understanding of the prevalence and impacts of LNP, and our ability to manage them. There remain critical gaps in our understanding of the combined occurrence and impacts of LNP across the breadth of aquatic ecosystems, particularly at large spatial scales and over long-time frames. While numerous abatement options exist, pathways to achieving their effective implementation remain unclear. AquaPLAN is an interdisciplinary pan-European consortium that are world leaders in the fields of aquatic light and/or noise pollution.  AquaPLAN aims to quantify the combined impacts of LNP on aquatic biodiversity across European seas, lakes and rivers, and facilitate the implementation of empirically sound strategies for managing these pollutants through novel interdisciplinary approaches. AquaPLAN will: i) provide a comprehensive review of the state of the art on the impacts of LNP on aquatic biodiversity; ii) assess perceptions of LNP impacts and the need for their management across key stakeholder groups; iii) quantify the combined impacts of LNP on the conservation status of biodiversity in aquatic habitats; iv) identify the mechanisms leading to individual and combined impacts of LNP on aquatic biodiversity; v) explore innovative interdisciplinary solutions to prevent and mitigate LNP impacts on aquatic biodiversity; vi) build an international, interdisciplinary network to assess, prevent and mitigate the combined impacts of LNP on aquatic biodiversity.|10.3030/101135471|Cluster 6
101120727|PRIMI|Performance in Robots Interaction via Mental Imagery|2023-11-01|2027-12-31|4973683,75|HORIZON.2.4|HORIZON-CL4-2022-DIGITAL-EMERGING-02-06|HORIZON-CL4-2022-DIGITAL-EMERGING-02|HORIZON-CL4-2022-DIGITAL-EMERGING-02|HORIZON-RIA|The next generation of personal robotic systems needs to reach a level of cognition and motor intelligence that provides autonomy in any environment, effective interaction with humans, and adaptation of their actions to a broad range of open, dynamic situations. Robots are expected to be able to predict perceptual and functional changes that result from human actions and replicate human activities taking into consideration their own capabilities and limitations.The required human-like physical performance and reasoning cannot be achieved with the mainstream AI and robotics paradigms, because they are missing the required co-design of body (robot) and mind (AI) and are based on inefficient computing and sensing resources that cannot be scaled up to the required level.To go beyond what is currently possible, PRIMI will synergistically combine research and development in neurophysiology, psychology, machine intelligence, cognitive mechatronics, neuromorphic engineering, and humanoid robotics to build developmental models of higher-cognition abilities – mental imagery, abstract reasoning, and theory of mind – boosted by energy-efficient event-driven computing and sensing. It will produce a new unifying concept for the next generation of autonomous interaction technologies, capable of more autonomous, faster, safer, and precise interaction with real-time learning and adaptation, thanks to the integration of the capabilities to mentally represent themselves, the physical and social worlds, resemble experiences and simulate actions.PRIMI’s ambition is to induce a paradigm shift in AI and robotics to create truly autonomous socially interactive robots, which will offer new technological perspectives for transforming personal robotic services.As a proof-of-principle of the technological advancement in a relevant scenario, prototypes of neuromorphic humanoid robots will be validated in clinical pilot studies of robot-led physical rehabilitation of stroke survivors.|10.3030/101120727|Cluster 4
